0,0,40,8,0,0,0,14,0,915,2,30,6,723,35,0,1,11,70,50,0,9,18,626,770,11,2,292,64,571,0,0,7,9,17,42,285,15,41,32,30,0,527,10,0,1,0,45,111,22,6,0,3,3,175,6,9,0,67,1,124,188,0,6,175,222,284,434,1,0,7,5,48,10,1,0,15,6,527,331,405,1,18,21,517,3,110,4,0,549,32,29,1,92,5,7,15,24,2,13,41,110,0,2,5,0,0,1,10,0,149,0,81,0,1,0,165,7,539,5,0,121,0,298,134,10,23,1,9,1,0,0,12,0,11,2,4,0,19,0,0,479,3,32,0,3,78,4,1,0,0,100,4,4,206,0,34,52,0,0,0,0,60,2,0,0,0,103,4,124,0,3,0,0,2,34,28,0,84,119,0,2,48,0,0,0,2,5,0,0,1,0,85,114,73,0,1,3,11,0,2
0,1,1,9,0,2,3,0,0,16,1,1,0,0,0,0,0,0,2,6,0,2,1,85,4,922,10,8,3,2,0,2,6,13,3,0,3,10,0,0,0,1,65,10,0,0,0,731,3,24,1,1,454,52,0,1,1,0,4,1,1,0,7,0,0,2,15,5,751,0,0,0,670,10,2,1,58,4,2,1,4,2,3,1,0,667,32,2,0,0,0,9,0,18,0,636,7,428,0,0,0,2,0,2,8,4,0,0,3,0,0,0,19,0,0,0,1,3,2,0,0,0,0,25,0,11,511,0,0,2,0,0,1,0,262,9,2,0,0,0,1,0,0,14,0,0,10,0,0,0,3,0,0,501,213,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,413,443,288,3,0,173,4,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,1,1,0
0,720,0,0,902,0,772,0,0,0,629,0,0,0,0,0,0,0,1,0,959,0,0,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,774,0,0,0,0,478,0,0,0,15,0,3,0,0,0,1,0,0,0,0,1,3,0,0,0,2,0,4,1,0,0,0,0,0,1,19,4,0,0,0,0,612,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,616,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,407,496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,3,0,0,0,1,6,0,3,0,0,0,2,869,0,0,0,762,0,0,0,0,2,15,0,0,14,4,10,0,0,1,19,0,54,0,0,57,2,0,0,1,0,0,0,0,0,10,3,0,0,0,0,1,0,0,0,4,0,6,0,0,0,504,1,56,3,0,0,0,1,1,0,0,0,0,2,157,19,3,0,18,2,22,0,400,0,0,2,0,0,0,0,0,0,0,0,0,11,485,432,0,0,0,0,0,0,0,0,244,0,21,0,0,0,2,0,2,0,0,454,2,0,427,0,3,0,0,0,0,0,1,0,0,0,0,0,524,0,0,36,0,1,0,7,3,0,1,0,0,408,1,0,0,0,8,0,0,0,0,0,438,1,0,0,0,366,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,2,0,0,0,0
0,0,5,18,0,23,1,15,21,0,0,112,5,1,2,4,0,0,18,11,0,633,0,0,0,0,878,5,1,4,0,0,19,846,0,3,2,1,1,4,6,6,1,0,0,9,0,0,15,0,3,0,0,127,2,0,29,0,4,1,0,1,3,0,0,2,5,2,0,0,0,0,0,0,5,689,1,2,2,0,1,1,0,1,0,0,2,0,1,2,2,1,1,2,0,0,4,0,0,1,1,5,0,0,2,1,29,1,0,0,6,1,12,0,613,0,9,0,2,9,35,0,0,3,13,1,0,419,0,517,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,22,0,1,0,0,0,0,1,0,0,2,1,0,0,0,5,0,0,1,0,0,0,421,1,474,0,0,0,467,1,0,0,1,42,0,2,1,1,1,0,15,0,0,4,0,2,0,0,0,0,0,0,0,0,0
0,0,238,9,0,22,0,32,23,0,0,6,6,5,1,8,940,175,3,11,0,7,0,0,4,0,0,7,0,2,0,0,7,3,0,5,3,2,4,7,5,3,3,2,0,41,0,0,11,0,1,0,0,7,4,0,11,0,3,723,162,0,0,39,20,1,5,0,0,9,0,0,0,0,0,0,1,0,1,0,1,0,0,207,2,0,2,0,14,10,440,4,0,6,0,1,480,0,584,579,0,4,0,0,2,0,0,51,0,0,2,39,5,1,0,3,1,0,5,1,6,6,5,9,0,1,0,4,529,4,0,1,22,0,0,2,8,0,3,0,1,0,0,220,0,0,2,12,1,2,0,0,0,0,0,15,8,5,29,496,8,0,0,0,0,0,0,0,0,1,0,0,2,2,7,0,0,0,8,3,0,0,1,0,10,1,0,1,0,2,0,0,0,3,0,0,0,0,1,0,72
0,0,9,418,1,46,2,5,64,28,0,98,1,129,0,12,3,17,0,35,1,94,8,79,47,4,11,39,2,169,0,0,39,1,1,1,450,27,1,73,522,19,154,4,0,7,0,39,113,1,49,1,3,125,1,3,58,0,0,4,21,288,10,12,6,421,49,254,2,0,10,12,0,3,4,21,19,2,1,7,55,1,0,3,12,5,0,7,2,3,3,35,6,24,12,4,16,2,0,0,1,1,0,0,74,3,0,19,1,0,10,10,100,1,0,0,38,13,12,5,46,1,2,129,2,7,0,43,10,31,0,2,3,0,21,1,11,0,1,0,0,0,2,16,0,1,342,3,0,1,0,1,0,3,56,0,16,181,0,0,6,1,2,0,1,0,0,0,6,60,0,0,4,16,0,4,28,0,38,229,0,3,26,1,4,0,0,0,0,0,0,4,185,1,37,0,2,1,0,0,62
0,0,17,400,0,608,0,0,772,0,0,39,36,0,0,75,0,17,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,11,40,0,1,0,0,687,0,5,10,0,6,0,0,141,1,0,42,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,520,23,0,0,0,8,9,0,4,441,0,1,1,0,0,0,24,0,2,0,2,3,0,0,0,52,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0,0,484,493,0,0,0,0,0,0,0,0,0,0,481,458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
0,0,836,0,0,2,0,2,0,0,0,4,0,41,1,0,40,728,1,20,0,3,3,3,9,0,0,2,0,38,0,0,8,1,0,1,24,1,1,8,4,1,16,0,0,6,0,15,14,0,0,0,0,0,17,0,7,0,1,42,446,2,1,724,4,9,7,3,0,0,1,0,0,1,1,0,0,0,1,1,17,0,3,383,1,0,0,0,11,4,197,3,0,36,0,0,107,0,81,37,0,0,0,0,2,0,0,538,0,0,9,5,1,0,0,0,0,0,2,0,0,1,3,4,1,1,2,2,24,0,0,0,496,0,0,0,7,0,0,0,5,4,0,215,0,1,12,35,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,4,7,0,1,1,0,12,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,42
0,6,3,0,5,0,2,5,0,1,2,1,0,0,0,0,7,6,1,0,0,2,1,0,0,0,2,0,0,2,0,0,11,0,0,0,0,0,0,1,0,3,1,2,772,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,60,5,77,0,0,0,0,0,0,0,0,0,1,4,25,4,0,0,1,123,0,0,0,3,0,5,0,1,0,0,3,0,0,637,10,0,0,205,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,63,0,0,0,0,0,0,0,0,14,5,0,0,0,512,0,4,16,1,1,0,0,0,0,0,9,0,0,0,2,0,0,0,0,280,0,0,0,16,1,1,1,0,0,0,297,0,0,1,0,441,0,21,215,0,117,19,0,0,0,58,300,0,0,199,1,261,1,2,0,0
4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,2,8,3,11,4,0,6,12,1,0,5,11,0,0,0,16,0,1,0,1,4,0,1,2,2,30,25,886,352,5,0,362,0,37,11,0,0,1,1,28,0,0,0,6,0,12,0,0,7,0,0,0,0,2,17,1,0,0,1,2,0,0,1,2,6,0,0,691,336,0,2,2,0,0,2,5,66,19,1,5,1,3,1,3,11,2,0,0,0,7,3,1,0,2,0,0,4,1,12,2,0,5,1,0,2,0,0,1,1,0,0,0,31,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,7,7,0,0,0,5,0,8,275,2,0,6,0,0,2,4,343,2,0,0,0,0,0,0,2,53,2,0,0,1,2,0,8,1,0,0,1,0,0,3,2,1,0,222,62,0,0,2,0,3,0,0,0,0,0,0,199,6,2,1,1,0
0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,5,0,11,0,3,0,0,0,0,3,0,0,0,3,0,0,0,1,3,2,826,0,0,0,0,0,7,0,0,218,45,0,1,1,0,0,1,2,4,753,0,0,0,0,0,2,0,0,0,1,1,3,0,638,0,0,0,0,3,2,0,0,7,2,0,0,0,0,599,0,0,0,16,3,9,0,0,0,2,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,502,1,0,0,56,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,15,0,7,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,8,10,0,0,176,0,0,15,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,2
0,0,0,13,0,64,0,0,20,34,0,0,18,0,0,776,0,0,0,0,0,0,0,6,15,0,0,170,0,0,0,0,0,0,0,16,0,1,7,179,21,0,0,0,0,0,0,1,75,0,573,0,0,0,32,0,0,0,425,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,27,537,0,8,2,0,527,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
