0,2,4,9,12,0,3,8,0,16,5,3,3,0,5,10,1,4,1,2,1,0,7,1,0,6,2,0,1,5,113,0,0,0,0,0,49,0,0,0,36,0,2,3,1,6,2,0,0,1,0
0,10,4,23,1,2,4,8,8,25,2,1,16,1,8,1,1,11,2,0,1,0,39,1,0,8,3,1,2,33,0,0,2,8,3,0,0,0,1,1,16,1,18,2,1,16,3,0,0,6,0
0,0,30,6,43,4,6,0,14,2,11,6,1,1,1,10,4,3,13,5,16,10,7,18,4,4,5,0,36,0,1,4,4,2,0,8,1,1,1,2,0,1,0,2,1,0,1,3,2,0,0
0,0,1,58,8,18,11,0,3,0,3,5,3,0,0,6,2,2,8,19,8,49,3,8,1,2,5,1,8,0,0,1,6,0,0,7,0,0,6,7,0,2,0,21,2,0,0,3,0,1,0
0,53,12,3,18,7,2,13,3,5,1,3,14,14,11,9,5,4,2,2,4,1,4,3,14,2,1,8,1,7,0,0,0,3,1,0,1,2,0,1,3,1,6,0,0,2,33,0,2,0,6
0,16,8,9,1,24,3,11,3,12,4,1,19,5,22,1,2,5,7,1,2,0,9,1,13,9,5,11,1,8,0,1,0,5,1,0,1,1,2,0,5,3,9,0,2,7,1,1,2,1,27
1,15,2,3,1,0,41,39,1,8,3,0,10,1,15,2,2,3,5,5,2,1,2,0,23,2,9,21,0,13,1,0,4,5,3,0,2,1,6,0,2,1,6,0,5,3,2,0,0,0,0
0,1,2,2,9,5,9,7,17,4,13,10,1,1,1,13,3,5,15,8,8,8,2,9,2,2,9,0,3,3,1,4,38,2,1,8,1,0,27,1,3,1,2,2,1,1,0,0,0,0,0
0,2,3,16,0,1,2,2,50,15,2,2,39,5,4,0,6,12,10,1,0,1,14,1,3,11,6,2,1,6,0,0,0,14,0,0,0,1,0,0,5,2,2,0,1,19,0,0,2,1,1
0,0,0,1,33,5,4,0,2,4,6,28,0,0,0,11,6,2,2,17,12,12,0,30,0,1,1,0,8,0,0,0,3,0,0,9,0,0,0,46,0,0,0,16,1,0,0,1,0,0,0
0,0,92,1,0,0,0,0,2,1,14,0,1,94,0,0,0,1,3,0,4,0,8,0,2,1,1,1,0,0,1,2,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,1,5,3,5,0,8,2,3,1,17,14,0,37,3,26,3,1,2,1,6,2,3,8,2,1,5,2,3,0,1,0,4,4,1,0,1,1,0,1,20,5,1,1,2,0,2,31,0,3
1,1,2,17,7,15,7,2,9,6,9,11,20,1,2,7,8,10,5,12,4,5,3,15,1,5,6,0,15,6,0,2,4,5,2,7,1,0,1,3,0,2,1,4,3,1,1,2,0,0,0
0,25,1,11,2,1,2,31,5,22,1,0,16,4,18,0,3,6,3,1,1,0,2,0,5,3,1,16,0,30,1,0,0,5,3,1,0,0,0,0,5,1,2,0,0,11,1,1,1,0,1
3,0,5,9,7,6,7,1,7,4,20,4,3,3,11,5,3,4,8,6,7,4,3,5,1,33,8,1,6,4,0,16,7,2,0,5,0,1,4,4,1,1,1,3,4,2,3,6,0,1,0
0,11,31,3,8,7,3,4,2,4,2,2,9,11,5,47,16,7,4,4,3,0,9,2,8,4,3,4,3,2,0,0,1,4,0,0,0,2,1,0,1,4,3,1,0,4,1,0,1,1,2
